Time, BOX1, BOX2, BOX3
start
2022/04/07-11:57:47.581832,401.0,401.0,401.0
2022/04/07-11:57:47.724851,401.0,401.0,401.0
2022/04/07-11:57:47.871281,401.0,401.0,401.0
2022/04/07-11:57:48.015852,401.0,401.0,401.0
2022/04/07-11:57:48.149737,401.0,401.0,401.0
2022/04/07-11:57:48.304425,401.0,401.0,401.0
2022/04/07-11:57:48.443535,401.0,401.0,401.0
2022/04/07-11:57:48.600278,401.0,401.0,401.0
2022/04/07-11:57:48.753581,401.0,401.0,401.0
2022/04/07-11:57:48.910069,401.0,401.0,401.0
2022/04/07-11:57:49.070996,401.0,401.0,401.0
2022/04/07-11:57:49.210836,401.0,401.0,401.0
2022/04/07-11:57:49.366143,401.0,401.0,401.0
2022/04/07-11:57:49.495485,401.0,401.0,401.0
2022/04/07-11:57:49.632315,401.0,401.0,401.0
2022/04/07-11:57:49.769025,401.0,401.0,401.0
2022/04/07-11:57:49.918965,401.0,401.0,401.0
2022/04/07-11:57:50.053134,401.0,401.0,401.0
2022/04/07-11:57:50.195226,401.0,401.0,401.0
2022/04/07-11:57:50.337207,401.0,401.0,401.0
2022/04/07-11:57:50.463845,401.0,401.0,401.0
2022/04/07-11:57:50.600592,401.0,401.0,401.0
2022/04/07-11:57:50.734471,401.0,401.0,401.0
2022/04/07-11:57:50.884413,401.0,401.0,401.0
2022/04/07-11:57:51.010299,401.0,401.0,401.0
2022/04/07-11:57:51.135926,401.0,401.0,401.0
2022/04/07-11:57:51.274617,401.0,401.0,401.0
2022/04/07-11:57:51.404461,401.0,401.0,401.0
2022/04/07-11:57:51.531406,401.0,401.0,401.0
2022/04/07-11:57:51.659100,401.0,401.0,401.0
2022/04/07-11:57:51.783516,401.0,401.0,401.0
2022/04/07-11:57:51.905523,401.0,401.0,401.0
2022/04/07-11:57:52.021580,401.0,401.0,401.0
2022/04/07-11:57:52.148422,401.0,401.0,401.0
2022/04/07-11:57:52.274208,401.0,401.0,401.0
2022/04/07-11:57:52.408790,401.0,401.0,401.0
2022/04/07-11:57:52.535760,401.0,401.0,401.0
2022/04/07-11:57:52.669060,401.0,401.0,401.0
2022/04/07-11:57:52.791782,401.0,401.0,401.0
2022/04/07-11:57:52.926948,401.0,401.0,401.0
2022/04/07-11:57:53.051287,401.0,401.0,401.0
2022/04/07-11:57:53.172562,401.0,401.0,401.0
2022/04/07-11:57:53.299725,401.0,401.0,401.0
2022/04/07-11:57:53.418565,401.0,401.0,401.0
2022/04/07-11:57:53.536733,401.0,401.0,401.0
2022/04/07-11:57:53.665374,401.0,401.0,401.0
2022/04/07-11:57:53.798128,401.0,401.0,401.0
2022/04/07-11:57:53.919908,401.0,401.0,401.0
2022/04/07-11:57:54.041973,401.0,401.0,401.0
2022/04/07-11:57:54.177512,401.0,401.0,401.0
2022/04/07-11:57:54.313599,401.0,401.0,401.0
2022/04/07-11:57:54.440465,401.0,401.0,401.0
2022/04/07-11:57:54.575866,401.0,401.0,401.0
2022/04/07-11:57:54.709940,401.0,401.0,401.0
2022/04/07-11:57:54.835840,401.0,401.0,401.0
2022/04/07-11:57:54.977520,401.0,401.0,401.0
2022/04/07-11:57:55.116862,401.0,401.0,401.0
2022/04/07-11:57:55.243408,401.0,401.0,401.0
2022/04/07-11:57:55.372679,401.0,401.0,401.0
2022/04/07-11:57:55.500373,401.0,401.0,401.0
2022/04/07-11:57:55.631559,401.0,401.0,401.0
2022/04/07-11:57:55.731876,401.0,401.0,401.0
2022/04/07-11:57:55.834673,401.0,401.0,401.0
2022/04/07-11:57:55.969777,401.0,401.0,401.0
2022/04/07-11:57:56.090021,401.0,401.0,401.0
2022/04/07-11:57:56.231451,401.0,401.0,401.0
2022/04/07-11:57:56.359057,401.0,401.0,401.0
2022/04/07-11:57:56.481858,401.0,401.0,401.0
2022/04/07-11:57:56.599671,401.0,401.0,401.0
2022/04/07-11:57:56.729617,401.0,401.0,401.0
2022/04/07-11:57:56.862278,401.0,401.0,401.0
2022/04/07-11:57:56.992772,401.0,401.0,401.0
2022/04/07-11:57:57.108220,401.0,401.0,401.0
2022/04/07-11:57:57.245274,401.0,401.0,401.0
2022/04/07-11:57:57.383902,401.0,401.0,401.0
2022/04/07-11:57:57.526468,401.0,401.0,401.0
2022/04/07-11:57:57.655003,401.0,401.0,401.0
2022/04/07-11:57:57.757877,401.0,401.0,401.0
2022/04/07-11:57:57.870101,401.0,401.0,401.0
2022/04/07-11:57:57.994973,401.0,401.0,401.0
2022/04/07-11:57:58.120811,401.0,401.0,401.0
2022/04/07-11:57:58.247060,401.0,401.0,401.0
2022/04/07-11:57:58.376867,401.0,401.0,401.0
2022/04/07-11:57:58.517538,401.0,401.0,401.0
2022/04/07-11:57:58.650658,401.0,401.0,401.0
2022/04/07-11:57:58.764387,401.0,401.0,401.0
2022/04/07-11:57:58.902045,401.0,401.0,401.0
2022/04/07-11:57:59.026265,401.0,401.0,401.0
2022/04/07-11:57:59.161378,401.0,401.0,401.0
2022/04/07-11:57:59.300897,401.0,401.0,401.0
2022/04/07-11:57:59.417923,401.0,401.0,401.0
2022/04/07-11:57:59.562094,401.0,401.0,401.0
2022/04/07-11:57:59.702693,401.0,401.0,401.0
2022/04/07-11:57:59.845072,401.0,401.0,401.0
2022/04/07-11:58:00.001688,401.0,401.0,401.0
2022/04/07-11:58:00.150677,401.0,401.0,401.0
2022/04/07-11:58:00.279085,401.0,401.0,401.0
2022/04/07-11:58:00.412484,401.0,401.0,401.0
2022/04/07-11:58:00.555077,401.0,401.0,401.0
2022/04/07-11:58:00.694635,401.0,401.0,401.0
2022/04/07-11:58:00.829318,401.0,401.0,401.0
2022/04/07-11:58:00.958473,401.0,401.0,401.0
2022/04/07-11:58:01.102616,401.0,401.0,401.0
2022/04/07-11:58:01.240434,401.0,401.0,401.0
2022/04/07-11:58:01.373606,401.0,401.0,401.0
2022/04/07-11:58:01.503774,401.0,401.0,401.0
2022/04/07-11:58:01.638296,401.0,401.0,401.0
2022/04/07-11:58:01.766352,401.0,401.0,401.0
2022/04/07-11:58:01.899179,401.0,401.0,401.0
2022/04/07-11:58:02.045441,401.0,401.0,401.0
2022/04/07-11:58:02.166471,401.0,401.0,401.0
2022/04/07-11:58:02.294130,401.0,401.0,401.0
2022/04/07-11:58:02.437551,401.0,401.0,401.0
2022/04/07-11:58:02.575976,401.0,401.0,401.0
2022/04/07-11:58:02.711598,401.0,401.0,401.0
2022/04/07-11:58:02.812038,401.0,401.0,401.0
2022/04/07-11:58:02.923539,401.0,401.0,401.0
2022/04/07-11:58:03.061940,401.0,401.0,401.0
2022/04/07-11:58:03.202391,401.0,401.0,401.0
2022/04/07-11:58:03.338660,401.0,401.0,401.0
2022/04/07-11:58:03.461875,401.0,401.0,401.0
2022/04/07-11:58:03.591666,401.0,401.0,401.0
2022/04/07-11:58:03.724332,401.0,401.0,401.0
2022/04/07-11:58:03.867849,401.0,401.0,401.0
2022/04/07-11:58:03.998913,401.0,401.0,401.0
2022/04/07-11:58:04.141996,401.0,401.0,401.0
2022/04/07-11:58:04.283282,401.0,401.0,401.0
2022/04/07-11:58:04.415325,401.0,401.0,401.0
2022/04/07-11:58:04.562498,401.0,401.0,401.0
2022/04/07-11:58:04.690272,401.0,401.0,401.0
2022/04/07-11:58:04.833164,401.0,401.0,401.0
2022/04/07-11:58:04.967185,401.0,401.0,401.0
2022/04/07-11:58:05.108661,401.0,401.0,401.0
2022/04/07-11:58:05.228711,401.0,401.0,401.0
2022/04/07-11:58:05.350920,401.0,401.0,401.0
2022/04/07-11:58:05.490568,401.0,401.0,401.0
2022/04/07-11:58:05.623377,401.0,401.0,401.0
2022/04/07-11:58:05.760802,401.0,401.0,401.0
2022/04/07-11:58:05.901317,401.0,401.0,401.0
2022/04/07-11:58:06.044628,401.0,401.0,401.0
2022/04/07-11:58:06.196162,401.0,401.0,401.0
2022/04/07-11:58:06.316844,401.0,401.0,401.0
2022/04/07-11:58:06.448454,401.0,401.0,401.0
2022/04/07-11:58:06.576516,401.0,401.0,401.0
2022/04/07-11:58:06.718142,401.0,401.0,401.0
2022/04/07-11:58:06.859777,401.0,401.0,401.0
2022/04/07-11:58:07.000935,401.0,401.0,401.0
2022/04/07-11:58:07.140512,401.0,401.0,401.0
2022/04/07-11:58:07.268606,401.0,401.0,401.0
2022/04/07-11:58:07.409485,401.0,401.0,401.0
2022/04/07-11:58:07.538560,401.0,401.0,401.0
2022/04/07-11:58:07.674649,401.0,401.0,401.0
2022/04/07-11:58:07.812076,401.0,401.0,401.0
2022/04/07-11:58:07.942522,401.0,401.0,401.0
2022/04/07-11:58:08.081203,401.0,401.0,401.0
2022/04/07-11:58:08.219263,401.0,401.0,401.0
2022/04/07-11:58:08.348668,401.0,401.0,401.0
2022/04/07-11:58:08.476949,401.0,401.0,401.0
2022/04/07-11:58:08.601971,401.0,401.0,401.0
2022/04/07-11:58:08.722005,401.0,401.0,401.0
2022/04/07-11:58:08.850871,401.0,401.0,401.0
2022/04/07-11:58:08.990279,401.0,401.0,401.0
2022/04/07-11:58:09.124132,401.0,401.0,401.0
2022/04/07-11:58:09.245370,401.0,401.0,401.0
2022/04/07-11:58:09.364467,401.0,401.0,401.0
2022/04/07-11:58:09.496456,401.0,401.0,401.0
2022/04/07-11:58:09.621927,401.0,401.0,401.0
2022/04/07-11:58:09.749313,401.0,401.0,401.0
2022/04/07-11:58:09.875015,401.0,401.0,401.0
2022/04/07-11:58:10.005216,401.0,401.0,401.0
2022/04/07-11:58:10.125222,401.0,401.0,401.0
2022/04/07-11:58:10.249559,401.0,401.0,401.0
2022/04/07-11:58:10.370260,401.0,401.0,401.0
2022/04/07-11:58:10.507370,401.0,401.0,401.0
2022/04/07-11:58:10.635569,401.0,401.0,401.0
2022/04/07-11:58:10.778107,401.0,401.0,401.0
2022/04/07-11:58:10.900359,401.0,401.0,401.0
2022/04/07-11:58:11.027572,401.0,401.0,401.0
2022/04/07-11:58:11.133585,401.0,401.0,401.0
2022/04/07-11:58:11.278204,401.0,401.0,401.0
2022/04/07-11:58:11.410378,401.0,401.0,401.0
2022/04/07-11:58:11.532246,401.0,401.0,401.0
2022/04/07-11:58:11.675377,401.0,401.0,401.0
2022/04/07-11:58:11.802207,401.0,401.0,401.0
2022/04/07-11:58:11.905649,401.0,401.0,401.0
2022/04/07-11:58:12.031654,401.0,401.0,401.0
2022/04/07-11:58:12.150629,401.0,401.0,401.0
2022/04/07-11:58:12.275227,401.0,401.0,401.0
2022/04/07-11:58:12.399315,401.0,401.0,401.0
2022/04/07-11:58:12.536554,401.0,401.0,401.0
2022/04/07-11:58:12.675107,401.0,401.0,401.0
2022/04/07-11:58:12.777214,401.0,401.0,401.0
2022/04/07-11:58:12.907194,401.0,401.0,401.0
2022/04/07-11:58:13.037685,401.0,401.0,401.0
2022/04/07-11:58:13.159399,401.0,401.0,401.0
2022/04/07-11:58:13.276815,401.0,401.0,401.0
2022/04/07-11:58:13.402539,401.0,401.0,401.0
2022/04/07-11:58:13.531248,401.0,401.0,401.0
2022/04/07-11:58:13.661101,401.0,401.0,401.0
2022/04/07-11:58:13.778302,401.0,401.0,401.0
2022/04/07-11:58:13.909679,401.0,401.0,401.0
2022/04/07-11:58:14.042320,401.0,401.0,401.0
2022/04/07-11:58:14.169725,401.0,401.0,401.0
2022/04/07-11:58:14.292001,401.0,401.0,401.0
2022/04/07-11:58:14.427222,401.0,401.0,401.0
2022/04/07-11:58:14.547285,401.0,401.0,401.0
2022/04/07-11:58:14.672912,401.0,401.0,401.0
2022/04/07-11:58:14.797973,401.0,401.0,401.0
2022/04/07-11:58:14.922829,401.0,401.0,401.0
2022/04/07-11:58:15.053767,401.0,401.0,401.0
2022/04/07-11:58:15.176996,401.0,401.0,401.0
2022/04/07-11:58:15.295601,401.0,401.0,401.0
2022/04/07-11:58:15.418038,401.0,401.0,401.0
2022/04/07-11:58:15.536364,401.0,401.0,401.0
2022/04/07-11:58:15.655858,401.0,401.0,401.0
2022/04/07-11:58:15.787174,401.0,401.0,401.0
2022/04/07-11:58:15.912420,401.0,401.0,401.0
2022/04/07-11:58:16.049114,401.0,401.0,401.0
2022/04/07-11:58:16.175818,401.0,401.0,401.0
2022/04/07-11:58:16.304566,401.0,401.0,401.0
2022/04/07-11:58:16.439320,401.0,401.0,401.0
2022/04/07-11:58:16.584250,401.0,401.0,401.0
2022/04/07-11:58:16.721498,401.0,401.0,401.0
2022/04/07-11:58:16.857279,401.0,401.0,401.0
2022/04/07-11:58:16.996715,401.0,401.0,401.0
2022/04/07-11:58:17.141842,401.0,401.0,401.0
2022/04/07-11:58:17.282627,401.0,401.0,401.0
2022/04/07-11:58:17.424894,401.0,401.0,401.0
2022/04/07-11:58:17.559414,401.0,401.0,401.0
2022/04/07-11:58:17.694688,401.0,401.0,401.0
2022/04/07-11:58:17.836710,401.0,401.0,401.0
2022/04/07-11:58:17.960493,401.0,401.0,401.0
2022/04/07-11:58:18.088661,401.0,401.0,401.0
2022/04/07-11:58:18.232890,401.0,401.0,401.0
2022/04/07-11:58:18.361670,401.0,401.0,401.0
2022/04/07-11:58:18.494076,401.0,401.0,401.0
2022/04/07-11:58:18.618279,401.0,401.0,401.0
2022/04/07-11:58:18.749747,401.0,401.0,401.0
2022/04/07-11:58:18.879176,401.0,401.0,401.0
2022/04/07-11:58:19.005325,401.0,401.0,401.0
2022/04/07-11:58:19.128720,401.0,401.0,401.0
2022/04/07-11:58:19.264828,401.0,401.0,401.0
2022/04/07-11:58:19.408961,401.0,401.0,401.0
2022/04/07-11:58:19.537376,401.0,401.0,401.0
2022/04/07-11:58:19.678326,401.0,401.0,401.0
2022/04/07-11:58:19.808344,401.0,401.0,401.0
2022/04/07-11:58:19.948539,401.0,401.0,401.0
2022/04/07-11:58:20.078524,401.0,401.0,401.0
2022/04/07-11:58:20.219113,401.0,401.0,401.0
2022/04/07-11:58:20.355461,401.0,401.0,401.0
2022/04/07-11:58:20.493763,401.0,401.0,401.0
2022/04/07-11:58:20.633499,401.0,401.0,401.0
2022/04/07-11:58:20.776150,401.0,401.0,401.0
2022/04/07-11:58:20.906023,401.0,401.0,401.0
2022/04/07-11:58:21.051403,401.0,401.0,401.0
2022/04/07-11:58:21.182954,401.0,401.0,401.0
2022/04/07-11:58:21.320862,401.0,401.0,401.0
2022/04/07-11:58:21.466698,401.0,401.0,401.0
2022/04/07-11:58:21.600152,401.0,401.0,401.0
2022/04/07-11:58:21.735689,401.0,401.0,401.0
2022/04/07-11:58:21.871861,401.0,401.0,401.0
2022/04/07-11:58:21.972971,401.0,401.0,401.0
2022/04/07-11:58:22.128918,401.0,401.0,401.0
2022/04/07-11:58:22.274503,401.0,401.0,401.0
2022/04/07-11:58:22.382700,401.0,401.0,401.0
2022/04/07-11:58:22.515926,401.0,401.0,401.0
2022/04/07-11:58:22.655595,401.0,401.0,401.0
2022/04/07-11:58:22.792421,401.0,401.0,401.0
2022/04/07-11:58:22.930320,401.0,401.0,401.0
2022/04/07-11:58:23.067650,401.0,401.0,401.0
2022/04/07-11:58:23.204266,401.0,401.0,401.0
2022/04/07-11:58:23.339655,401.0,401.0,401.0
2022/04/07-11:58:23.463248,401.0,401.0,401.0
2022/04/07-11:58:23.597609,401.0,401.0,401.0
2022/04/07-11:58:23.734432,401.0,401.0,401.0
2022/04/07-11:58:23.870897,401.0,401.0,401.0
2022/04/07-11:58:24.005867,401.0,401.0,401.0
2022/04/07-11:58:24.142644,401.0,401.0,401.0
2022/04/07-11:58:24.278633,401.0,401.0,401.0
2022/04/07-11:58:24.403091,401.0,401.0,401.0
2022/04/07-11:58:24.524757,401.0,401.0,401.0
2022/04/07-11:58:24.644654,401.0,401.0,401.0
2022/04/07-11:58:24.789871,401.0,401.0,401.0
2022/04/07-11:58:24.897746,401.0,401.0,401.0
2022/04/07-11:58:25.020955,401.0,401.0,401.0
2022/04/07-11:58:25.144633,401.0,401.0,401.0
2022/04/07-11:58:25.263154,401.0,401.0,401.0
2022/04/07-11:58:25.428857,401.0,401.0,401.0
2022/04/07-11:58:25.557765,401.0,401.0,401.0
2022/04/07-11:58:25.687333,401.0,401.0,401.0
2022/04/07-11:58:25.820069,401.0,401.0,401.0
2022/04/07-11:58:25.940415,401.0,401.0,401.0
2022/04/07-11:58:26.062559,401.0,401.0,401.0
2022/04/07-11:58:26.178898,401.0,401.0,401.0
2022/04/07-11:58:26.303690,401.0,401.0,401.0
2022/04/07-11:58:26.434631,401.0,401.0,401.0
2022/04/07-11:58:26.573470,401.0,401.0,401.0
2022/04/07-11:58:26.710173,401.0,401.0,401.0
2022/04/07-11:58:26.850109,401.0,401.0,401.0
2022/04/07-11:58:26.978591,401.0,401.0,401.0
2022/04/07-11:58:27.100191,401.0,401.0,401.0
2022/04/07-11:58:27.243502,401.0,401.0,401.0
2022/04/07-11:58:27.371649,401.0,401.0,401.0
2022/04/07-11:58:27.510667,401.0,401.0,401.0
2022/04/07-11:58:27.639515,401.0,401.0,401.0
2022/04/07-11:58:27.780296,401.0,401.0,401.0
2022/04/07-11:58:27.915673,401.0,401.0,401.0
2022/04/07-11:58:28.060184,401.0,401.0,401.0
2022/04/07-11:58:28.197963,401.0,401.0,401.0
2022/04/07-11:58:28.345093,401.0,401.0,401.0
2022/04/07-11:58:28.481830,401.0,401.0,401.0
2022/04/07-11:58:28.625902,401.0,401.0,401.0
2022/04/07-11:58:28.754233,401.0,401.0,401.0
2022/04/07-11:58:28.883920,401.0,401.0,401.0
2022/04/07-11:58:29.026980,401.0,401.0,401.0
2022/04/07-11:58:29.160904,401.0,401.0,401.0
2022/04/07-11:58:29.286399,401.0,401.0,401.0
2022/04/07-11:58:29.406175,401.0,401.0,401.0
2022/04/07-11:58:29.538307,401.0,401.0,401.0
2022/04/07-11:58:29.673767,401.0,401.0,401.0
2022/04/07-11:58:29.807063,401.0,401.0,401.0
2022/04/07-11:58:29.928136,401.0,401.0,401.0
2022/04/07-11:58:30.053216,401.0,401.0,401.0
2022/04/07-11:58:30.187536,401.0,401.0,401.0
2022/04/07-11:58:30.332831,401.0,401.0,401.0
2022/04/07-11:58:30.477103,401.0,401.0,401.0
2022/04/07-11:58:30.602351,401.0,401.0,401.0
2022/04/07-11:58:30.722270,401.0,401.0,401.0
2022/04/07-11:58:30.846864,401.0,401.0,401.0
2022/04/07-11:58:30.966894,401.0,401.0,401.0
2022/04/07-11:58:31.099898,401.0,401.0,401.0
2022/04/07-11:58:31.229588,401.0,401.0,401.0
2022/04/07-11:58:31.366353,401.0,401.0,401.0
2022/04/07-11:58:31.492119,401.0,401.0,401.0
2022/04/07-11:58:31.620373,401.0,401.0,401.0
2022/04/07-11:58:31.744448,401.0,401.0,401.0
2022/04/07-11:58:31.869821,401.0,401.0,401.0
2022/04/07-11:58:32.001141,401.0,401.0,401.0
2022/04/07-11:58:32.126324,401.0,401.0,401.0
2022/04/07-11:58:32.265063,401.0,401.0,401.0
2022/04/07-11:58:32.398391,401.0,401.0,401.0
2022/04/07-11:58:32.520751,401.0,401.0,401.0
2022/04/07-11:58:32.644053,401.0,401.0,401.0
2022/04/07-11:58:32.783347,401.0,401.0,401.0
2022/04/07-11:58:32.911436,401.0,401.0,401.0
2022/04/07-11:58:33.044140,401.0,401.0,401.0
2022/04/07-11:58:33.165984,401.0,401.0,401.0
2022/04/07-11:58:33.294222,401.0,401.0,401.0
2022/04/07-11:58:33.437305,401.0,401.0,401.0
2022/04/07-11:58:33.562590,401.0,401.0,401.0
2022/04/07-11:58:33.695047,401.0,401.0,401.0
2022/04/07-11:58:33.819062,401.0,401.0,401.0
2022/04/07-11:58:33.944304,401.0,401.0,401.0
2022/04/07-11:58:34.090789,401.0,401.0,401.0
2022/04/07-11:58:34.236125,401.0,401.0,401.0
2022/04/07-11:58:34.366696,401.0,401.0,401.0
2022/04/07-11:58:34.486893,401.0,401.0,401.0
2022/04/07-11:58:34.621207,401.0,401.0,401.0
2022/04/07-11:58:34.763555,401.0,401.0,401.0
2022/04/07-11:58:34.912693,401.0,401.0,401.0
2022/04/07-11:58:35.064535,401.0,401.0,401.0
2022/04/07-11:58:35.210960,401.0,401.0,401.0
2022/04/07-11:58:35.339737,401.0,401.0,401.0
2022/04/07-11:58:35.476374,401.0,401.0,401.0
2022/04/07-11:58:35.615455,401.0,401.0,401.0
2022/04/07-11:58:35.752713,401.0,401.0,401.0
2022/04/07-11:58:35.893162,401.0,401.0,401.0
2022/04/07-11:58:36.032357,401.0,401.0,401.0
2022/04/07-11:58:36.164832,401.0,401.0,401.0
2022/04/07-11:58:36.307229,401.0,401.0,401.0
2022/04/07-11:58:36.432768,401.0,401.0,401.0
2022/04/07-11:58:36.563528,401.0,401.0,401.0
2022/04/07-11:58:36.701074,401.0,401.0,401.0
2022/04/07-11:58:36.841920,401.0,401.0,401.0
2022/04/07-11:58:36.971298,401.0,401.0,401.0
2022/04/07-11:58:37.117636,401.0,401.0,401.0
2022/04/07-11:58:37.246479,401.0,401.0,401.0
2022/04/07-11:58:37.365931,401.0,401.0,401.0
2022/04/07-11:58:37.501271,401.0,401.0,401.0
2022/04/07-11:58:37.635940,401.0,401.0,401.0
2022/04/07-11:58:37.779596,401.0,401.0,401.0
2022/04/07-11:58:37.910922,401.0,401.0,401.0
2022/04/07-11:58:38.048640,401.0,401.0,401.0
2022/04/07-11:58:38.178244,401.0,401.0,401.0
2022/04/07-11:58:38.310696,401.0,401.0,401.0
2022/04/07-11:58:38.454262,401.0,401.0,401.0
2022/04/07-11:58:38.587889,401.0,401.0,401.0
2022/04/07-11:58:38.714139,401.0,401.0,401.0
2022/04/07-11:58:38.837923,401.0,401.0,401.0
2022/04/07-11:58:38.967352,401.0,401.0,401.0
2022/04/07-11:58:39.107378,401.0,401.0,401.0
2022/04/07-11:58:39.233950,401.0,401.0,401.0
2022/04/07-11:58:39.358167,401.0,401.0,401.0
2022/04/07-11:58:39.489567,401.0,401.0,401.0
2022/04/07-11:58:39.625869,401.0,401.0,401.0
2022/04/07-11:58:39.757243,401.0,401.0,401.0
2022/04/07-11:58:39.890462,401.0,401.0,401.0
2022/04/07-11:58:40.020023,401.0,401.0,401.0
2022/04/07-11:58:40.150449,401.0,401.0,401.0
2022/04/07-11:58:40.283560,401.0,401.0,401.0
2022/04/07-11:58:40.428177,401.0,401.0,401.0
2022/04/07-11:58:40.560765,401.0,401.0,401.0
2022/04/07-11:58:40.699839,401.0,401.0,401.0
2022/04/07-11:58:40.840569,401.0,401.0,401.0
2022/04/07-11:58:40.976822,401.0,401.0,401.0
2022/04/07-11:58:41.115835,401.0,401.0,401.0
2022/04/07-11:58:41.265419,401.0,401.0,401.0
2022/04/07-11:58:41.410603,401.0,401.0,401.0
2022/04/07-11:58:41.547144,401.0,401.0,401.0
2022/04/07-11:58:41.682749,401.0,401.0,401.0
2022/04/07-11:58:41.824870,401.0,401.0,401.0
2022/04/07-11:58:41.955062,401.0,401.0,401.0
2022/04/07-11:58:42.091881,401.0,401.0,401.0
2022/04/07-11:58:42.217495,401.0,401.0,401.0
2022/04/07-11:58:42.350851,401.0,401.0,401.0
2022/04/07-11:58:42.487714,401.0,401.0,401.0
2022/04/07-11:58:42.616347,401.0,401.0,401.0
2022/04/07-11:58:42.748347,401.0,401.0,401.0
2022/04/07-11:58:42.866492,401.0,401.0,401.0
2022/04/07-11:58:43.004026,401.0,401.0,401.0
2022/04/07-11:58:43.148876,401.0,401.0,401.0
2022/04/07-11:58:43.289909,401.0,401.0,401.0
2022/04/07-11:58:43.438122,401.0,401.0,401.0
2022/04/07-11:58:43.577674,401.0,401.0,401.0
2022/04/07-11:58:43.714551,401.0,401.0,401.0
2022/04/07-11:58:43.850299,401.0,401.0,401.0
2022/04/07-11:58:43.994053,401.0,401.0,401.0
2022/04/07-11:58:44.113065,401.0,401.0,401.0
2022/04/07-11:58:44.243018,401.0,401.0,401.0
2022/04/07-11:58:44.358804,401.0,401.0,401.0
2022/04/07-11:58:44.499941,401.0,401.0,401.0
2022/04/07-11:58:44.640487,401.0,401.0,401.0
2022/04/07-11:58:44.762895,401.0,401.0,401.0
2022/04/07-11:58:44.884437,401.0,401.0,401.0
2022/04/07-11:58:45.020029,401.0,401.0,401.0
2022/04/07-11:58:45.152876,401.0,401.0,401.0
2022/04/07-11:58:45.289652,401.0,401.0,401.0
2022/04/07-11:58:45.409470,401.0,401.0,401.0
2022/04/07-11:58:45.532164,401.0,401.0,401.0
2022/04/07-11:58:45.648579,401.0,401.0,401.0
2022/04/07-11:58:45.779462,401.0,401.0,401.0
2022/04/07-11:58:45.915009,401.0,401.0,401.0
2022/04/07-11:58:46.036706,401.0,401.0,401.0
2022/04/07-11:58:46.137657,401.0,401.0,401.0
2022/04/07-11:58:46.243603,401.0,401.0,401.0
2022/04/07-11:58:46.367507,401.0,401.0,401.0
2022/04/07-11:58:46.502947,401.0,401.0,401.0
2022/04/07-11:58:46.629520,401.0,401.0,401.0
2022/04/07-11:58:46.765801,401.0,401.0,401.0
2022/04/07-11:58:46.904076,401.0,401.0,401.0
2022/04/07-11:58:47.026389,401.0,401.0,401.0
2022/04/07-11:58:47.166629,401.0,401.0,401.0
2022/04/07-11:58:47.292953,401.0,401.0,401.0
2022/04/07-11:58:47.410775,401.0,401.0,401.0
2022/04/07-11:58:47.534329,401.0,401.0,401.0
2022/04/07-11:58:47.666844,401.0,401.0,401.0
2022/04/07-11:58:47.806980,401.0,401.0,401.0
2022/04/07-11:58:47.942457,401.0,401.0,401.0
2022/04/07-11:58:48.043414,401.0,401.0,401.0
2022/04/07-11:58:48.164411,401.0,401.0,401.0
2022/04/07-11:58:48.289616,401.0,401.0,401.0
2022/04/07-11:58:48.409118,401.0,401.0,401.0
2022/04/07-11:58:48.528523,401.0,401.0,401.0
2022/04/07-11:58:48.650492,401.0,401.0,401.0
2022/04/07-11:58:48.780824,401.0,401.0,401.0
2022/04/07-11:58:48.914503,401.0,401.0,401.0
2022/04/07-11:58:49.040054,401.0,401.0,401.0
2022/04/07-11:58:49.175205,401.0,401.0,401.0
2022/04/07-11:58:49.302744,401.0,401.0,401.0
2022/04/07-11:58:49.442374,401.0,401.0,401.0
2022/04/07-11:58:49.582558,401.0,401.0,401.0
2022/04/07-11:58:49.718756,401.0,401.0,401.0
2022/04/07-11:58:49.842007,401.0,401.0,401.0
2022/04/07-11:58:49.962581,401.0,401.0,401.0
2022/04/07-11:58:50.097059,401.0,401.0,401.0
2022/04/07-11:58:50.239895,401.0,401.0,401.0
2022/04/07-11:58:50.374627,401.0,401.0,401.0
2022/04/07-11:58:50.505655,401.0,401.0,401.0
2022/04/07-11:58:50.637882,401.0,401.0,401.0
2022/04/07-11:58:50.767775,401.0,401.0,401.0
2022/04/07-11:58:50.903411,401.0,401.0,401.0
2022/04/07-11:58:51.035983,401.0,401.0,401.0
2022/04/07-11:58:51.164090,401.0,401.0,401.0
2022/04/07-11:58:51.268809,401.0,401.0,401.0
2022/04/07-11:58:51.402256,401.0,401.0,401.0
2022/04/07-11:58:51.502678,401.0,401.0,401.0
2022/04/07-11:58:51.640484,401.0,401.0,401.0
2022/04/07-11:58:51.754508,401.0,401.0,401.0
2022/04/07-11:58:51.884595,401.0,401.0,401.0
2022/04/07-11:58:52.007710,401.0,401.0,401.0
2022/04/07-11:58:52.138609,401.0,401.0,401.0
2022/04/07-11:58:52.282938,401.0,401.0,401.0
2022/04/07-11:58:52.389023,401.0,401.0,401.0
2022/04/07-11:58:52.495642,401.0,401.0,401.0
2022/04/07-11:58:52.601255,401.0,401.0,401.0
2022/04/07-11:58:52.745951,401.0,401.0,401.0
2022/04/07-11:58:52.886076,401.0,401.0,401.0
2022/04/07-11:58:53.028627,401.0,401.0,401.0
2022/04/07-11:58:53.161198,401.0,401.0,401.0
